remitente v (relacionado  ID);Detalle
953211a0-7a84-926e-a257-58ec0f5660da;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE JULIO  -  AGOSTO DEL 2018. EDWIN  CORDOVA SAICO.
577c90e9-5ea3-a128-613c-59af592c5629;HACE DE  CONOCIMIENTO  SUS SOLICITUDES DE  NECESIDADES  DEL COMITE DE USUARIOS  DE AGUA MANANTIAL JUTO II.
c8e8318e-7c97-5dd2-1515-564d2bb19b7d;SOLICITA CHOCOLATADA, PANETONES Y VIVERES NAVIDE•OS PARA 54 ANCIANOS Y 20 NI•OS.
3c4c3ab4-2295-9a14-c063-592debcf85d0;SOLICITA  APOYO ECONOMICO PARA  DIFERENTES  ACTIVIDADES POR ANIVERSARIO  DEL SECTOR  SOL NACIENTE.
90aa50aa-9877-5466-4465-5564955db14b;"SOLICITA  REMITIR EXTRACTO DE  SALDOS  ECONOMICOS DESDE  EL I APORTE  HASTA EL IX  APORTE DE  CONVENIO MARCO, DE LOS PROYECTOS ASIGNADOS  A LA COMUNIDAD  TINTAYA MARQUIRI EJECUTADOS Y NO EJECUTADOS. CON LA  FINALIDAD DE  EJECUTAR Y CULMINAR  EL PROYECTO ""SISTEMA DE  ELECTRIFICACION RURAL "" (ZONA  BAJA DENSIDAD  SECTOR TIPICO  V). DEL SECTOR PULPERA  PAMPA."
6ab4011a-5510-8db6-7d67-5a174a580b35;SOLICITA PAGOS  DE SERVICIO DE  TRANSPORTE DEL SECTOR  CORRESPONDIENTE AL MES DE MAYO DEL PRESENTE A•O.
aadbc7de-20db-0322-bdbe-596d71d6b5c3;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE JULIO DEL 2017.  JUAN MIKY  MAGA•O CCAPA.
c58853a0-a065-0e16-be96-5564950cb477;SOLICITA  DONACION DE MATERIAL RESIDUAL  EN DESUSO
50e7ed8c-66d9-dfae-e2b6-57dc916ae7db;SOLICITA  APOYO PARA  LOS XXVII JUEGOS MAGISTERIALES DEPORTIVOS  Y  XIV  ENCUENTRO CULTURAL  2018. EN HOMENAJE AL DIA DEL  MAESTRO.
b896a406-3126-fd25-a40f-56d8b8d9e3b5;SOLICITA  CUMPLIMIENTO DE PROYECTOS COMO, IMPLEMENTACION DE  LABORATORIO, BIBLIOTECA, COCINA  COMEDOR, SALA DE  COMPUTO Y BANDA DE MUSICA PARA LA I.E. VILLA  ALTO HUARCA.
5fb10997-5582-bb46-6c27-561d627e83f5;SOLICITA  DONACION DE  100  UNIDADES  DE  TUBOS  USADOS  PARA CANALES  Y  FILTRACIONES   DE AGUA PARA PREDIO JAYUNI.
915ce461-a835-dfb7-6d8d-5b4553236d4a;SOLICITA   APOYO CON MATERIALES DE CONSTRUCCION  FIERRO, CEMENTO Y CALAMINAS, PARA  LA CONSTRUCCION DE  COBERTIZO.
1b60deaa-71fc-0dd7-dbb0-5ade61e85a10;NOMBRA  PADRINO  DE PREMIOS  PARA LA V FERIA  AGROPECUARIA - CHECCANI PUCARA 2018.  LLEVARSE A CABO LOS DIAS 25 Y 26 DE  MAYO DEL PRESENTE A•O.
549b217f-845d-81af-e4ee-595fdf96ffc7;SOLICITA   APOYO ECONOMICO PARA SU ATENCION, POR  ENCONTRARSE  MAL DE SALUD.
ac6a7d0d-20b0-48e1-1f56-5580a8e50033;SOLICITA DONACION DE MADERA DE SEGUNDO 
a5784a06-9d8b-4bf2-e680-55f8aba89d7c;SOLICITA  APOYO ECONOMICO PARA TRANSPORTE DE LA  PROMOCION  FEIDEX - 2018.
9732ea2b-a5e0-f882-5b27-55c7dccc6a8c;SOLICITA REUNION PARA TRATAR  TEMAS  SOCIALES  Y AMBIENTALES  DEL PROYECTO  COROCCOHUAYCO FECHA PROPUESTA PARA EL DIA 27 DE SEPTIEMBRE DEL  PRESENTE  A•O. (FUDIP, FEDICAP, SUPREFECTURA PALLPATA  Y MD DE PALLPATA).
8522580c-edb8-c73a-9dd8-556495035e58;BECA VICTOR MANUEL HUISA HUISA OCTUBRE 2015
c102020c-68ac-57d0-74c4-5ac4104b42e7;SOLICITA APOYO CON PREMIOS  Y ESTIMULOS PARA LA  ACTIVIDAD  DEL CONCURSO DE  CHUKOS  Y SOLTERAS OCORURO  2020. LLEVARSE  EL 23 DE FEBRERO DEL PRESENTE.
e988114f-8543-859c-c61c-55f0a5951dcc;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE DICIEMBRE  DEL 2018. LAURA GLADYS CARLOS ALVAREZ.
89f91a1e-84c1-de81-61d7-591a311a439c;SOLICITA APOYO CON PREMIOS  PARA LA  FERIA  COMUNAL  E INTERCOMUNAL GANADERA Y ARTESANAL ALTO AYRACCOLLANA - 2017. LLEVARSE A CABO EL DIA 22 DE JUNIO DEL PRESENTE A•O.
a95c9430-04d1-5f0b-f125-55f04308f754;SOLICITA DIALOGO CON SU REPRESENTADA  Y LA JUNTA  DIRECTIVA DE LA  ASOCIACION DE EX PROPIETARIOS DE  LA COMUNIDAD  DE ALTO HUARCA,  QUE USUFRUCTUAN EN LOS PREDIOS DE  MINAS  HUAYCCO  Y AUTENA  PULPERA.
140e81fe-aa18-68dc-66ae-57464b6afebd;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE  NOVIEMBRE Y DICIEMBRE  DEL 2019. KATHERINE HUANCA  UMASI.
bb415e94-8d26-fbb1-80b5-583dffe1e85e;"HACE DE CONOCIMIENTO SU RESPUESTA A LA CARTA PROPUESTA DE 03  PUESTOS LABORALES E  INDICA QUE ESPERABAN 20 PUESTOS COMO PRIMERA OPORTUNIDAD, DE LOS 100 SOLICITADOS.
PETICIONA MEJORAR OFERTA Y DAR RESPUESTA EN LA BREVEDAD POSIBLE."
611c90fb-d2b0-5448-f693-5cf0041353fc;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE  ABRIL DEL 2019.  JOSE  A.  CHULLO CHOQUEPURA 
7f24bb7c-d50b-e672-c6eb-5ae7c3a85596;SOLICITA  APOYO CON  VIVERES DE  PRIMERA NECESIDAD.
fe6508ba-bda8-ba6b-eadf-55808535d695;REMITE  INFORME  DE  OBSERVACIONES ENCONTRADAS DURANTE LA  EVALUACION DE LOS PROYECTOS  DE  INVERSION.
80feff40-e568-d3a4-3d79-55a6f7c9abcc;SOLICITAN APOYO PARA PARTICIPAR EN XXXIV FESTIVAL CULTURAL K'ANAMARKA 2015
7cd18d0d-0403-fe0c-5295-57ec638bd44e;SOLICITA  PREMIOS PARA LA X  FERIA COMUNAL  Y VI  INTERCOMUNAL AGROPECUARIA ARTESANAL DE EXPOSICION Y COMERCIAL  SEPILLATA  2016.  QUE DE  REALIZARA  LOS  DIAS  24  DE Y 25 DE  NOVIEMBRE  DEL   2016. EN EL CAMPO   FERIAL AYLLUCANCHA CARRETERA  ESPINAR COPORAQUE.
23ff03c1-24af-79df-425e-5c075c3ff58b;SOLICITA  APOYO CON  MANGUERA  PARA  MEJORAMIENTO DE RIEGO POR ASPESION. 
173d113b-0d91-7d1d-dd6b-5758902565b7;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE OCTUBRE DEL 2019. JOHN ALBERTO KANA  QUISPE.
57e7760b-68b6-af3c-95da-5a14d563cc50;SOLICITA  UNA  REUNION PARA TRATAR  TEMAS RESPECTO  A LA  CAMPA•A  DE SIEMBRA  DE  FORRAJES  Y OTROS.
df8f2208-20c4-1a5c-8649-596805b626bf;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE SEPTIEMBRE   Y OCTUBRE DEL 2017. SONIA  R. THAQUIMA  MERMA.
d81f2faa-ba1c-ba90-7a3d-556495d6b657;BECA RAQUEL KARINA CµCERES UMASI AGOSTO SETIEMBRE 2015
68bdf1de-00df-0c0d-cdcb-592879eb01e9;NOMBRA PADRINO  GENERAL PARA LA X  FERIA GANADERA  COMUNAL, ARTESANAL  Y PRODUCTOS  LACTEOS  OCORURO- 2017.  EN HONOR A SU  XXVII  ANIVERSARIO. LLEVARSE LOS DIAS 21 Y 22 DE JUNIO  DEL PRESENTE A•O.
6ab4011a-5510-8db6-7d67-5a174a580b35;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE  JULIO,  AGOSTO Y SEPTIEMBRE DEL 2019. GARY E.  UMASI  WILLCA.
55b044d0-1778-9b39-5438-58bf35a42d63;SOLICITA  PROFESOR DE  BANDA  PARA LA  INSTITUCION EDUCATIVA  VILLA  ALTO  HUARCA  QUE  ESTA  PROXIMOS  A  CUMPLIR  SU ANIVERSARIO.
c40f975d-8e4f-77a4-08b4-586fd0a9baa5;SOLICITA PREMIOS PARA EL ANIVERSARIO DE LA COMUNIDAD CAMPESINA DE  CHILLQUE LLEVARSE  EL DIA  04 DE AGOSTO DEL PRESENTE  A•O.
299faba4-87c8-ada1-6f7f-566f7b251178;SOLICITA  APOYO CON PREMIOS  Y ESTIMULOS  PARA  EL  ANIVERSARIO DEL CENTRO POBLADO HUAYHUAHUASI.  LLEVARSE LOS DIAS 02, 03  Y 04 DE DICIEMBRE DEL PRESENTE  A•O.
;SOLICITA APOYO CON MATERIAL DE CEMENTO POR EL CIERE DE CAMINO PEATONAL A SU DOMICILIO EN LA COMUNIDAD DE HUANO HUANO,-
9f95be3a-7e47-3b98-b184-5c6c78dd04c3;SOLICITA DONACION DE MADERA EN DESUSO PARA REALIZAR COBERTIZOS Y MEJORAR EL CERCADO DE GANADO.
37d9d98f-cf5a-c3a4-0847-57fed629247b;SOLICITA OPORTUNIDAD DE  PRACTICAS   PROFESIONALES EN EL PROGRAMA  DE  GRADUADOS  2017 - ANTAPACCAY.  POR  SER PROCEDENTE DE  LA COMUNIDAD  DE MAMANOCCA.
d496e0b3-c12a-9498-d9c1-558cb96980b7;SOLICITA INFORMACION TECNICA DEL PLAN DE CIERRE DE RELAVE CAMACMAYO
eb94a623-ef5c-1001-0e1d-55f997291254;SOLICITA REEMBOLSO DE BECA
66da2e53-baf2-7a2b-be92-57d73aba76f7;SOLICITAN SER  CONSIDERADO  PARA LA  EJECUCION DE OBRA  PUENTE  PASARELA  DEL SECTOR  SAN JOSE.  CONFORME ACUERDO DE ULTIMA ASAMBLEA.
1de2648c-2f4d-c6ba-7aee-5876aac821c5;HACE DE CONOCIMIENTO LOS ACUERDOS DE LA ASAMBLEA  GENERAL  DE LA COMUNIDAD ALTO HUARCA, LLEVADO EL DIA 02 DE FEBRERO DEL PRESENTE.
ef5af48e-287f-df84-f72f-5c5b0895710a;SOLICITA  RETORMAR LA MESA DE  DIALOGO EL DIA 12  DE  DICIEMBRE  DêL PRESENTE A•O.
866f435a-9f89-59ee-75e1-55fb4dd1474c;SOLICITAN  REUNION CON LAS  COMUNIDADES  CAMPESINAS  DEL MARGEN DERECHA  DEL  RIO SALADO, PARA INFORME SOBRE  AREAS DE  IMPACTO AMBIENTAL DEL PROYECTO MINERO ANTAPACCAY  EXPASION TINTAYA  INTEGRACION COROCCOHUAYCO.
bf571fec-ce2b-b951-ba49-55a463b97ca6;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE OCTUBRE, NOVIEMBRE Y DICIEMBRE DEL 2017. ALY R.  HUISA  SAICO.
408ca807-e668-9ae7-9dcb-55a5381e2475;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE  ABRIL DEL 2019. DAVID  SAICO HUARCA.
bf571fec-ce2b-b951-ba49-55a463b97ca6;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE DICIEMBRE DEL 2018. EDY KEVIN SULLASI HUISA.
a0baa4d9-a5e2-0c82-714d-573d136b9a05;HACE  RECUERDO  SOBRE EL  COMPROMISO LABORAL  DE LOS SE•ORES  PAULINO TTIRA  SAHUINCO  Y EUSEBIO  UMASI CHILO.  QUE VIENEN ESPERANDO HACE UN A•O, Y NO HAY CUMPLIMIENTO, PETICIONA QUE POR FAVOR  TOMAR LAS CARTAS EN EL ASUNTO LABORAL.
bb415e94-8d26-fbb1-80b5-583dffe1e85e;REMITE  CVs  DEL PERSONAL DE LA COMUNIDAD.
b47963a5-43b8-8b25-90cf-5ace998ea3ef;SOLICITA FINANCIAMIENTO ECON‡MICO PARA EL V FESTIVAL INTERCOMUNAL DE GANADO VACUNO LECHERO Y LACTEOS DE C.C.MAMANOCCA PICHIGUA 2018
95eb02de-335a-fcbc-0058-55a454a1ac83;RATIFICAN SOLICITUD DE ADQUISISION DE IMPLEMENTOS PARA LOS TRACTORES AGRICOLAS
d6b7c2e8-aeeb-8c8e-4ef5-5bfdeb1d8825;SOLICITA  DONACION DE JUGUETES  Y ANIMACION CON PAYASO, POR FESTIVIDAD  NAVIDE•A.
db4e9283-d7bc-ec29-91c9-5c50f631a25f;SOLICITA  APOYO ECONOMICO PARA EL PAGO A LA  TIERRA  EN LOS  CARNAVLES.
2074d6de-b2c4-c2b8-8ba5-559470f131c0;COMUNICA QUE A CONSECUENCIA DE LA RENUNCIA A BECAS UNIVERSITARIAS DEL PRESENTE A•O, DE CARLOS ALFREDO UMASI UMIYAURI, SE DECIDE REEMPLAZARLO X LUCERO XIOMARA HUAYLL LLAVE.  SE ENTREG‡ A LIZ CALLO 7 OCT 2015
d5fff46b-5888-aeb6-bd1f-57638440770f;SOLICITA  PRESENCIA EN EL ACTO PROTOCOLAR DEL PROYECTO JATARANA.
1de2648c-2f4d-c6ba-7aee-5876aac821c5;PRESIDENTE  Y JUNTA DIRECTIVA  AUTORIZA  EL  USO DE  LOCAL  COMUNAL PARA LA  REALIZACI‡N  DE REUNI‡N  INFORMATIVA  DE LA  MODIFICATORIA  DEL ESTUDIO  DE IMPACTO  AMBIENTAL  ANTAPACCAY ? EXPANSI‡N  TINTAYA  INTEGRACI‡N  COROCCOHUAYCO.  LLEVARSE EL D÷A  25 DE OCTUBRE DEL PRESENTE  A•O.
e8c508d8-d19c-e830-0185-5853178ac52a;SOLICITA  REUNION PARA TRATAR SOBRE  INICIO DE AUDITORIA  CONTABLE, FINANCIERA  Y TRIBUTARIA  DE LA  EMPRESA MAQUINARIA Y SERVICIOS  ALTO HUARA S.A. EN VIRTUD AL COMPROMISO ASUMIDO.
2c8ffa57-9393-f01f-460c-558f3dc2884b;REMITE  NOMBRES DE LOS  PARTICIPANTES  EN PROGRAMA  BECAS  2016, SEGUN SEGUN APROBACION DE  LA  COMUNIDAD  DE  HUISA. ESTUDIANTES QUE  HAN INGRESADO A DIFERENTES CENTROS DE  ESTUDIOS.
4c6c51d8-1e22-a303-f409-5564959a4fc9; SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE  SETIEMBRE DEL 2017. MIRIAN CAROLINA CALLO YAURI.
8a06a7a4-9ebf-f6c0-e4f0-58e3f49d2074;SOLICITA  APOYO   CON TUBERIA  HDP  CON  DIMENSIONES  DE 10 A 12 PULGADAS  EN CANTIDAD DE  50  UNIDADES PARA TRABAJOS DE  IRRIGACION.
aee1ea11-1783-8452-56c3-58cc27b12636;"SOLICITA  CAMBIO  DE PREMIO  DE LA  FERIA  COMUNAL POR  PRODUCTOS DE NAVIDAD ""PANETON""."
be632edb-455e-2f0e-dfa9-55d3a244203e;SOLICITA REEMBOLSO DE BECA
1de2648c-2f4d-c6ba-7aee-5876aac821c5;SOLICITA  APOYO ECONOMICO  PARA CARNAVALES  2017 DE LA  COMUNIDAD  CAMPESINA DE ALTO HUARCA. POR COSTUMBRE SE REALIZARA PAGO A LA PACHAMAMA.
d7f983b3-aef9-0b5c-7142-57216be50f04;SOLICITA  APOYO ECONOMICO  PARA ACTIVIDADES POR EL ANIVERSARIO  DE LA INSTITUCION EDUCATIVA.
e6b76352-61f4-5cb0-3747-5aecab7fb7cb;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE MARZO  Y  ABRIL DEL 2018. EBER CHAISA TAIPE.
7ad31045-72c0-8714-229f-5c466f4a2c07;SOLICITA   PAGO DE SERVICIO DE  REGADIO  DE CARRETERA CORRESPONDIENTE AL MES DE DICIEMBRE DEL 2019.
1dfc33dd-a2b8-e40d-6b36-556495356c2a;RENDICION BECA - ADA REGINA CCAPA YAULI, INDUSTRIAL, SENATI - MAYO 2015, S/. 278.00
2e083402-0a8a-5e6f-f132-566f8d75bfa6;ASOCIACION DE JOVENES PALLPATE•OS RESIDENTES EN AREQUIPA AJPR-ARE. SOLICITA APOYO ECONOMICO PARA LA PARTICIPACION ACTIVA POR EL ANIVERSARIO DEL DISTRITO DE PALLPATA. LOS DIAS 18,19 Y 20 DE DICIEMBRE DEL PRESENTE. PARA CUBRIR GASTOS, SOLICITA S/.1,500 N/S.
77c16d82-378d-f7ed-6d65-5626629137b1;SOLICITA DONACION  DE CANASTAS  PARA EL DIA DE LA MADRE  DE LA INSTITUCION EDUCATIVA CRUZ CUNCA DE LA  COMUNIDAD  ANTACCOLLANA, LLEVARSE  A CABO EL DIA 09 DE MAYO DEL PRESENTE A•O  CON MAS  DE 50 MADRES DE FAMILIA. 
90aa50aa-9877-5466-4465-5564955db14b;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE DICIEMBRE DEL 2017. JAMES W. CCAPA SAICO.
953211a0-7a84-926e-a257-58ec0f5660da;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE  OCTUBRE  A NOVIEMBRE  DEL 2018.  EDWIN Y. CORDOVA SAICO.
d3f56b5a-0166-3d81-2831-570db3cddd61;SOLICITA   APOYO CON PREMIOS  PARA EL  CAMPEONATO  DEPORTIVO  Y OTRAS  ACTIVIDADES, LLEVARSE A CABO EL 25 DE OCTUBRE  DEL PRESENTE A•O. POR  EL DIA  DE  CONSTRUCCION CIVIL.
35275249-ba83-de82-9468-582e29d7b92b;SOLICITA  APOYO ECONOMICO  PARA  VIAJE DE  PROMOCION  DE LA I.E. PACCOPATA.
ab7172b1-9274-bc0a-e8c3-5c4fc16343f4;REMITE  RELACION DE  JOVENES PARA LA CAPACITACION ANUAL  EN MANTENIMIENTO PREVENTIVO DE EQUIPO PESADO.
ea8cfaad-fb0f-8f46-6f91-59813a233661;SOLICITA  APOYO ECONOMICO  PARA  CELEBRAR  EL  IXX  ANIVERSARIO DE LA I.E.  ALTO HUANO  HUANO LLEVARSE EL DIA 24 DE NOVIEMBRE DEL PRESENTE  A•O.
c52f4b78-4e50-1120-3f2a-55aadf3127da;SOLICITA  FINANCIAMIENTO ECONOMICO  PARA REALIZAR  LA  VI  FESTIVAL DE  GANADO  LECHERO Y  IX  ANIVERSARIO  DE LA ASOCIACION.  LLEVARSE LOS DIAS 18 Y 19 DE  AGOSTO DEL PRESENTE  A•O.
8c78f552-d3c6-b80a-f02f-55649563b52f;FREDERMICE  SOLICITA REUNION PARA LA  DISTRIBUCION EQUITATIVA DE  BOMBEO DE AGUA EN CADA  SISTEMA DE  RIEGO DE LA CUENCA CA•IPIA.
76253e93-034a-c525-0cb3-5580a6f27382;SOLICITA APOYO CON JUGUETES  PARA LOS  NI•OS  Y NI•AS  DE LA  ASOCIACION.
201bed40-9802-9c75-d096-566b058cd8e0;SOLICITA  APOYO CON PREMIOS  PARA LOS  GANADORES  DEL CAMPEONATO  DE FUTBOL  DAMAS  Y VARONES LLEVARSE A CABO EL DIA 19 DE  AGOSTO DEL PRESENTE A•O.
61cba832-a63a-cafb-3c57-55fad19a02f1;"REMITE INFORME DE  AVANCE DEL PROYECTO ""FORTALECIMIENTO DE CAPACIDADES EN EL PROGRAMA DE ESPECIALIZACION EN MANTENIMIENTO PREVENTIVO DE MAQUINARIA  PESADA, PARA  JOVENES DE LA COMUIDAD  ALTO HUARCA"". Y SOLICITA EL 2DO DESEMBOLSO"
de89d203-61f1-186f-0cd6-5c6e0bea375e;REMITE  DOCUMENTOS  DE LA COMUNIDAD  CHA•I KANAMARCA .
df46fcfc-09a5-4ac8-e9c8-5c6f6f7f0fd0;SOLICITA  UNA  REUNION CON SUMA URGENCIA  CON LOS INTEGRANTES DE LA FAMILIA  ALVAREZ  CCAPA  DEL SECTOR  CENTRO, DE LA COMUNIDAD ALTO HUARCA.  PARA TRATAR  SOBRE EL REASENTAMIENTO INVOLUNTARIO  DE LA PARCELA  103 ,   IMPACTOS NEGATIVOS EN EL AGUA,  ENFERMEDADES  Y  MORTANDAD DE ANIMALES POR LOS IMPACTOS DE OPERACIONES.
4908b0b1-3fc5-b955-0ff3-5564950bb809;SOLICITA  APOYO CON JUGUETES, PANETONES  Y  CHOCOLATADA, PARA LOS NI•OS DE  CLUB DE MADRES.
9fa86be3-128e-1f02-764b-58a23678d259;"SOLICITA  EL INICIO  Y FINANCIAMIENTO  DEL PROYECTO ""MEJORAMIENTO DE CAPTACION  DE  AGUA  DE RIO CA•IPIA  PARA LA COMUNIDAD  CAMPESINA  DE HUISA CCOLLANA"". EN MERITO  A  REUNION SOSTENIDA EL 21 DE FEBRERO DEL PRESENTE A•O."
6b107a5e-153f-e196-a2e6-59309bb910b3;SOLICITA CILINDROS PARA PARA RECOLECCION  DE RESIDUOS  ORGANICOS   E  INORGANICOS. 
19511169-2000-ade4-8dd6-55900de71df3;SOLICITA APOYO ECONOMICO PARA SOLVENTAR GASTOS DE LAS OLIMIADAS ESCOLARES DE LA SUB 14 DAMAS Y ATLETISMO
90aa50aa-9877-5466-4465-5564955db14b;SOLICITA  REUNION  CON URGENCIA  PARA INFORMAR   DEL AVANCE  DEL  PROYECTO A  FAVOR  DE  LA COMUNIDAD  ESTA REUNION  PARA ESTA  SEMANA  DE  NOVIEMBRE DEL PRESENTE  A•O  EN HORAS  DE LA TARDE.
c1b7452f-3d06-f9ed-cd39-576c77779753;SOLICITA  APOYO ECONOMICO PARA EL ANIVERSARIO DEL  CENTRO POBLADO TINTAYA MARQUIRI.
8dd1d02e-22d2-3c65-76fb-55a587324df5;SOLICITA MADERAS PARA HACER EL RING DE JUZGAMIENTO Y STAND PARA GANADO X ANIVERSARIO DE LA ASOCIACI‡N.
8a40e584-4b90-f7b7-d5d5-5c3d4df7604c;SOLICITA  APOYO CON  PASAJES  Y VIATICOS PARA  REUNION EN LA CIUDAD DE LIMA.
67414b86-1b18-8f53-0f1e-587d4d343cc4;SOLICITA APOYO PARA EL SANEAMIENTO DE  CATASTRO  RURAL TERRITORIAL FISICO  Y LEGAL  DE LA COMUNIDAD CAMPESINA  DE PACCOPATA.
1693b706-f887-8b95-2846-55649583c24c;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE  ABRIL  Y MAYO DEL 2018. ERIKA   H.  TANCAYLLO  ALVAREZ.
6dce236e-8c68-a350-f937-55a690f5e312;"SOLICITA  APOYO  CON DONACION   DE JUGUETES Y CHOCOLATADA  PARA LAS  PERSONAS  CON DISCAPACIDAD DEL  DISTRITO DE  COPORAQUE.  
ADJUNTO DOCUMENTACION."
67414b86-1b18-8f53-0f1e-587d4d343cc4;REMITE  NOMBRES DE  BENEFICIARIOS DE  BECAS  INTEGRALES PARA SER CONSIDERADOS  EN EL PROGRAMA.
186f0363-8bea-1e52-f7b3-5b88981c831c;SOLICITA  APOYO CON PREMIOS PARA EL DIA DE LA  JUVENTUD.
3529bdc6-c2ae-eed0-1703-56fdcb004c16;SOLICITA REEMBOLSO DE BONO DE PAZ SOCIAL DE LA PRIMERA  ETAPA 50%. ADJUNTA COPIA DE DOCUMENTOS.
54ce0922-6146-322d-f7dc-5acffac83cbb;SOLICITA  APOYO ECONOMICO PARA EL ANIVERSARIO DE SU ORGANIZACION LLEVARSE  EL DIA  11 DE NOVIEMBRE DEL PRESENTE A•O.
9fef5ea4-de60-d669-5254-55a46cef91c6;SOLICITA REEMBOLSO DE PAGO DE BECA DE ESTUDIOS, MES DE ABRIL DEL 2016.  YANET  TANCAYLLO   CCORAHUA.
299faba4-87c8-ada1-6f7f-566f7b251178;SOLICITA  PREMIOS  Y ESTIMULOS  PARA  ACTIVIDADES DEL  ANIVERSARIO DEL CENTRO POBLADO LLEVARSE  ACABO LOS DIAS 10, 11 Y 12 DE NOVIEMBRE DEL PRESENTE A•O.
386b9bf5-8daf-92ea-acf8-55b03660cf3c;SOLICITA REUNI‡N HASTA EL 4 DE SETIEMBRE, A GERENCIA GENERAL Y RECLAMA CUMPLIMIENTO COMPROMISOS ADQUIRIDOS EN BASE A LA VENTA DEL PREDIO HUANCARUMA Y PARCCOYO DE AHUARCA DEL 17 MAYO 2011: 4 CUPOS LABORALES, CUPOS DE TRABAJO PARA UNIDADES, INDEMNIZACI‡N X DA•OS Y PERJUICIOS A TRABAJADORES RETIRADOS INTEMPESTIVAMENTE.  ESTE DOCUMENTO LO INGRESARON DIRECTAMENTE EN CAMP. 2. PASê COPIA X E-MAIL A EDGAR MEDINA, ALFREDO OBREG‡N
b4a00ac4-e5a8-4645-ae0b-558efb504b7d;SOLICITA RETOMAR DIALOGO PARA CUMPLIMIENTO DE COMPROMISO CON EL SECTOR SOL NACIENTE
;SOLICITA   CANASTAS  Y AGASAJO PARA EL DIA DE LA MADRE.
386b9bf5-8daf-92ea-acf8-55b03660cf3c;"TOMADO DEL REPORTE DIARIO DEL 22/07/2015 UGS ANTAPACCAY
Paralizaci¢n realizada por la familia Chancayauri (ex- propietarios de la C.C. Alto Huarca), por supuestos incumplimientos de compromisos post-negociaci¢n de tierras en botadero Sur, el incidente ocurrido es en el cruce carretera de integraci¢n Tintaya Antapaccay y carretera nacional."
1a091485-2123-e072-0e1d-55a53b5e7b79;SOLICITA APOYO CON FINANCIAMIENTO ECONOMICO PARA LA VI FESTIVAL REGIONAL DE GANADO LECHERO HUISA  CCOLLANA 2016. LLAVARSE  A CABO LOS DIAS 10  Y 11 DE JUNIO DEL 2016, EN EL CAMPO FERIAL  PAUCARPATA.
9902f55c-3aaa-b474-d769-55a462032649;BECA ROSITA HUIISA CHACCA ABRIL, MAYO Y JUNIO 2015
7ad31045-72c0-8714-229f-5c466f4a2c07;SOLICITA  PAGO  DE  SERVICIO DE  REGADIO DE CARRETERA  OCORURO ANDA•A A NEGROMAYO.
2bb617ca-9958-9647-7df7-5a67bb5e675b;SOLICITA REUNION CON LA FAMILIA SAICO CHACCA, POR LA SANCION QUE  SE DIO EN LA COMUNIDAD DE HUINI COROCCOHUAYCO.
154f18f5-bfc2-18b3-6b8c-57689ce8c949;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE MAYO  Y JUNIO  DEL 2017. DIANA  ROCIO  HUANQUE PINO.
156a4cfc-233b-2da5-b6bb-574383f2572c;SOLICITA REEMBOLSO DE BECA DE ESTUDIOS CORRESPONDIENTE AL MES DE ABRIL DEL 2017. CARLOS  ENRIQUE  UMASI UMIYAURI.
bb4b7399-0954-162b-76f4-556495d7d244;SOLICITA  DONACION  DE MADERA  RECICLABLE, PARA REALIZAR  MULTIPLES ACTIVIDADES.
3d3fa6f8-f31b-48b1-44b4-591cc2e343be;"SOLICITA ESCLARECIMIENTO   Y  COMUNICACION CON LA JUNTA DIRECTIVA DE LA COMUNIDAD  PARA  ALCANZAR LAS CONDICIONES Y BAJO QUE DOCUMENTO SE VIENE  HACIENDO  USO DEL AERODROMO.
 INDICA QUE  DE NO SER ATENDIDOS ESTARAN HACIENDO   USO DISTINTO  LOS ESPACIOS  FISICOS."
fe6508ba-bda8-ba6b-eadf-55808535d695;REMITE ACTA DE ACUERDO DE FECHA 14 DE NOVIEMBRE DEL  2018 PARA SU ATENCION.
